objectid,parentid,title,creator,film,source,date,description,subject,timestamp,angle,distance,location,movement,lighting,composition,duration,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
punc-00245,,PUNC-00245,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:02:45,eye-level,medium shot,exterior,mobile; handheld; pan,low key,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00245/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00245/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00245/tiles/full/300,169/0/default.jpg",A taxi cab.,
punc-00249,,PUNC-00249,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:02:49,eye-level,medium shot,exterior,mobile; handheld; pan,low key,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00249/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00249/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00249/tiles/full/300,169/0/default.jpg",A harmonium is taken out of a cab.,
punc-00253,,PUNC-00253,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:02:53,eye-level,medium shot,exterior,mobile; handheld; pan,low key,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00253/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00253/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00253/tiles/full/300,169/0/default.jpg",A harmonium in the street.,
punc-00255,,PUNC-00255,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:02:55,eye-level,medium shot,exterior,mobile; handheld,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00255/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00255/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00255/tiles/full/300,169/0/default.jpg",A man looks concerned.,
punc-00304,,PUNC-00304,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:03:04,eye-level,long shot,exterior,mobile; handheld; tracking,low key,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00304/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00304/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00304/tiles/full/300,169/0/default.jpg",A harmonium in the street.,
punc-00318,,PUNC-00318,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:03:18,eye-level,medium shot,exterior,mobile; handheld; tracking,low key,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00318/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00318/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00318/tiles/full/300,169/0/default.jpg",A harmonium in the street.,
punc-00321,,PUNC-00321,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:03:21,eye-level,medium shot,interior,mobile; handheld,,single shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00321/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00321/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00321/tiles/full/300,169/0/default.jpg",A man is talking on the phone on one hand and holds a pen in the other.,
punc-00355,,PUNC-00355,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:03:55,eye-level,medium shot,interior,mobile; handheld; tracking,,single shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00355/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00355/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00355/tiles/full/300,169/0/default.jpg",A man stands up from his desk carrying his coffee cup.,
punc-00404,,PUNC-00404,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:04:04,eye-level,full shot,interior,mobile; handheld; tracking,backlighting,single shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00404/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00404/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00404/tiles/full/300,169/0/default.jpg",A man walks out of an open entryway.,
punc-00415,,PUNC-00415,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:04:15,eye-level; over the shoulder,medium shot,exterior,mobile; handheld; tracking,,single shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00415/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00415/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00415/tiles/full/300,169/0/default.jpg",A man with his back to the camera spots a harmonium at the far end of his business's alley.,
punc-00436,,PUNC-00436,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:04:36,eye-level,,exterior,mobile; handheld; tracking,,two shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00436/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00436/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00436/tiles/full/300,169/0/default.jpg",A man drinking from a coffee cup watches as a woman steps out of her car.,
punc-00517,,PUNC-00517,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:05:17,eye-level,medium shot,exterior,mobile; handheld,,two shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00517/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00517/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00517/tiles/full/300,169/0/default.jpg",A man and a woman stand outside as the woman fiddles with her car keys.,
punc-00556,,PUNC-00556,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:05:56,eye-level,medium shot,exterior,mobile; handheld; tracking,,single shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00556/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00556/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00556/tiles/full/300,169/0/default.jpg",A woman walks down an alley.,
punc-00602,,PUNC-00602,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:06:02,eye-level,full shot,exterior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00602/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00602/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00602/tiles/full/300,169/0/default.jpg",A man holds a coffee cup.,
punc-00611,,PUNC-00611,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:06:11,low,medium shot,interior,fixed,backlighting,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00611/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00611/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00611/tiles/full/300,169/0/default.jpg",A man hides in a shadowy corner.,
punc-00634,,PUNC-00634,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:06:34,eye-level,close-up,exterior,mobile; handheld,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00634/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00634/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00634/tiles/full/300,169/0/default.jpg",A man peeks an eye out from behind a wall.,
punc-00645,,PUNC-00645,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:06:45,eye-level,long shot,exterior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00645/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00645/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00645/tiles/full/300,169/0/default.jpg","A man stands in front of an alley, looking down at a harmonium.",
punc-00653,,PUNC-00653,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:06:53,eye-level,long shot,exterior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00653/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00653/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00653/tiles/full/300,169/0/default.jpg",A man stands on the side of a road.,
punc-00656,,PUNC-00656,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:06:56,eye-level,long shot,exterior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00656/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00656/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00656/tiles/full/300,169/0/default.jpg",A man stands on the side of a road.,
punc-00705,,PUNC-00705,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:07:05,eye-level,long shot,exterior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00705/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00705/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00705/tiles/full/300,169/0/default.jpg",A semi-truck approaches a man standing near the road.,
punc-00729,,PUNC-00729,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:07:29,low,full shot,exterior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00729/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00729/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00729/tiles/full/300,169/0/default.jpg","A man runs down an alley, carrying a harmonium.",
punc-00735,,PUNC-00735,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:07:35,eye-level,full shot,interior,fixed,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00735/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00735/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00735/tiles/full/300,169/0/default.jpg",A man enters a warehouse carrying a harmonium.,
punc-00749,,PUNC-00749,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:07:49,eye-level,medium shot,interior,fixed,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00749/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00749/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00749/tiles/full/300,169/0/default.jpg",A man stands in his office with a harmonium on his desk.,
punc-00834,,PUNC-00834,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:08:34,eye-level,medium shot,interior,mobile; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00834/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00834/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00834/tiles/full/300,169/0/default.jpg",A man plays the harmonium.,
punc-00900,,PUNC-00900,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:09:00,low,close-up,interior,zoom,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00900/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00900/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00900/tiles/full/300,169/0/default.jpg",A man looks down.,
punc-00905,,PUNC-00905,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:09:05,low,close-up,interior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00905/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00905/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00905/tiles/full/300,169/0/default.jpg",A man holds up his hands to shield himself from a sudden bright light.,
punc-00907,,PUNC-00907,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:09:07,low,medium shot,interior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00907/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00907/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00907/tiles/full/300,169/0/default.jpg",A man is stunned by a bright light.,
punc-00917,,PUNC-00917,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:09:17,eye-level,medium shot,interior,mobile; pan; tracking,backlighting,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00917/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00917/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00917/tiles/full/300,169/0/default.jpg",Two men talk.,
punc-00942,,PUNC-00942,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:09:42,eye-level,medium shot,interior,mobile; tracking,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-00942/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-00942/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-00942/tiles/full/300,169/0/default.jpg",Two men stand in an office looking at a harmonium.,
punc-01009,,PUNC-01009,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:10:09,,,,,,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01009/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01009/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01009/tiles/full/300,169/0/default.jpg",Vertical stripes of shades of pink and red.,
